id,debt_no,merchant_id,create_by,borrower_id,outer_borrower_id,listing_id,loan_no,outer_loan_no,loan_amt,total_period,period_no,due_date,status,init_principal,init_interest,init_fee_amt,init_amount,owing_principal,owing_interest,owing_fee_amt,owing_penalty_fee,owing_amount,paid_principal,paid_interest,paid_fee_amt,paid_penalty_fee,paid_notify_fee,paid_amount,overdue_day,last_repay_time,last_overdue_updatetime,last_overdue_fmt_time,peak_penalty_fee,peak_notify_fee,compensate_flag,compensate_time,version,isactive,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,inserttime,updatetime
,,,,0763e5a8-86d5-4b80-bf8b-a601dda25254,,,2.00E+19,,4000,12,3,2020/7/23,1,299.01,102.84,0,401.85,299.01,102.84,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,0763e5a8-86d5-4b80-bf8b-a601dda25254,,,2.00E+19,,4000,12,5,2020/9/23,1,317.22,84.63,0,401.85,317.22,84.63,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,0763e5a8-86d5-4b80-bf8b-a601dda25254,,,2.00E+19,,4000,12,12,2021/4/23,1,390.15,11.7,0,401.85,390.15,11.7,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,0763e5a8-86d5-4b80-bf8b-a601dda25254,,,2.00E+19,,4000,12,7,2020/11/23,1,336.54,65.31,0,401.85,336.54,65.31,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,0763e5a8-86d5-4b80-bf8b-a601dda25254,,,2.00E+19,,4000,12,1,2020/5/23,2,281.85,120,0,401.85,0,0,0,0,0,281.85,120,0,0,,401.85,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,a3b8a246-a0cf-4552-8c94-588950f3dc54,,,2.00E+19,,5000,6,3,2020/7/23,1,820.06,102.93,0,922.99,820.06,102.93,0,0,922.99,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a3b8a246-a0cf-4552-8c94-588950f3dc54,,,2.00E+19,,5000,6,6,2020/10/23,1,896.11,26.88,0,922.99,896.11,26.88,0,0,922.99,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a3b8a246-a0cf-4552-8c94-588950f3dc54,,,2.00E+19,,5000,6,5,2020/9/23,1,870,52.99,0,922.99,870,52.99,0,0,922.99,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a3b8a246-a0cf-4552-8c94-588950f3dc54,,,2.00E+19,,5000,6,4,2020/8/23,1,844.66,78.33,0,922.99,844.66,78.33,0,0,922.99,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a3b8a246-a0cf-4552-8c94-588950f3dc54,,,2.00E+19,,5000,6,2,2020/6/23,1,796.18,126.81,0,922.99,796.18,126.81,0,0,922.99,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a3b8a246-a0cf-4552-8c94-588950f3dc54,,,2.00E+19,,5000,6,1,2020/5/23,2,772.99,150,0,922.99,0,0,0,0,0,772.99,150,0,0,,922.99,0,2020/5/19 20:15,,,,,,,,,,,,,,,,,,,,
,,,,885f4266-9431-4b6d-ae4a-2c33c06ddb09,,,2.00E+19,,3000,6,5,2020/9/24,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,885f4266-9431-4b6d-ae4a-2c33c06ddb09,,,2.00E+19,,3000,6,2,2020/6/24,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,885f4266-9431-4b6d-ae4a-2c33c06ddb09,,,2.00E+19,,3000,6,4,2020/8/24,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,885f4266-9431-4b6d-ae4a-2c33c06ddb09,,,2.00E+19,,3000,6,3,2020/7/24,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,885f4266-9431-4b6d-ae4a-2c33c06ddb09,,,2.00E+19,,3000,6,1,2020/5/24,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,885f4266-9431-4b6d-ae4a-2c33c06ddb09,,,2.00E+19,,3000,6,6,2020/10/24,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,11,2021/3/24,1,284.09,17.3,0,301.39,284.09,17.3,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,4,2020/8/24,1,230.99,70.4,0,301.39,230.99,70.4,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,2,2020/6/24,1,217.73,83.66,0,301.39,217.73,83.66,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,8,2020/12/24,1,259.98,41.41,0,301.39,259.98,41.41,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,6,2020/10/24,1,245.05,56.34,0,301.39,245.05,56.34,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,10,2021/2/24,1,275.81,25.58,0,301.39,275.81,25.58,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,1,2020/5/24,2,211.39,90,0,301.39,0,0,0,0,0,211.39,90,0,0,,301.39,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,3,2020/7/24,1,224.26,77.13,0,301.39,224.26,77.13,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,9,2021/1/24,1,267.78,33.61,0,301.39,267.78,33.61,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,5,2020/9/24,1,237.92,63.47,0,301.39,237.92,63.47,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,12,2021/4/24,1,292.59,8.8,0,301.39,292.59,8.8,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,935b2e55-682f-4d26-baf0-708f1c6567a6,,,2.00E+19,,3000,12,7,2020/11/24,1,252.41,48.98,0,301.39,252.41,48.98,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,05d536f1-5974-41e2-89ec-f1265d089bfb,,,2.00E+19,,5000,6,3,2020/7/24,1,820.09,102.74,0,922.83,820.09,102.74,0,0,922.83,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,05d536f1-5974-41e2-89ec-f1265d089bfb,,,2.00E+19,,5000,6,6,2020/10/24,1,896,26.83,0,922.83,896,26.83,0,0,922.83,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,05d536f1-5974-41e2-89ec-f1265d089bfb,,,2.00E+19,,5000,6,2,2020/6/24,1,796.24,126.59,0,922.83,796.24,126.59,0,0,922.83,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,05d536f1-5974-41e2-89ec-f1265d089bfb,,,2.00E+19,,5000,6,5,2020/9/24,1,869.94,52.89,0,922.83,869.94,52.89,0,0,922.83,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,05d536f1-5974-41e2-89ec-f1265d089bfb,,,2.00E+19,,5000,6,4,2020/8/24,1,844.65,78.18,0,922.83,844.65,78.18,0,0,922.83,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,05d536f1-5974-41e2-89ec-f1265d089bfb,,,2.00E+19,,5000,6,1,2020/5/24,2,773.08,149.75,0,922.83,0,0,0,0,0,773.08,149.75,0,0,,922.83,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,11,2021/3/27,1,473.48,28.83,0,502.31,473.48,28.83,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,8,2020/12/27,1,433.3,69.01,0,502.31,433.3,69.01,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,2,2020/6/27,1,362.88,139.43,0,502.31,362.88,139.43,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,5,2020/9/27,1,396.53,105.78,0,502.31,396.53,105.78,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,1,2020/5/27,2,352.31,150,0,502.31,0,0,0,0,0,352.31,150,0,0,,502.31,0,2020/5/19 20:15,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,6,2020/10/27,1,408.42,93.89,0,502.31,408.42,93.89,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,12,2021/4/27,1,487.66,14.65,0,502.31,487.66,14.65,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,7,2020/11/27,1,420.68,81.63,0,502.31,420.68,81.63,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,4,2020/8/27,1,384.98,117.33,0,502.31,384.98,117.33,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,3,2020/7/27,1,373.77,128.54,0,502.31,373.77,128.54,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,10,2021/2/27,1,459.69,42.62,0,502.31,459.69,42.62,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a41bcbb5-31cc-4ddb-8a74-1dbd83609c19,,,2.00E+19,,5000,12,9,2021/1/27,1,446.3,56.01,0,502.31,446.3,56.01,0,0,502.31,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,1,2020/5/28,2,211.39,90,0,301.39,0,0,0,0,0,211.39,90,0,0,,301.39,0,2020/5/19 20:15,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,10,2021/2/28,1,275.81,25.58,0,301.39,275.81,25.58,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,7,2020/11/28,1,252.41,48.98,0,301.39,252.41,48.98,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,6,2020/10/28,1,245.05,56.34,0,301.39,245.05,56.34,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,2,2020/6/28,1,217.73,83.66,0,301.39,217.73,83.66,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,5,2020/9/28,1,237.92,63.47,0,301.39,237.92,63.47,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,8,2020/12/28,1,259.98,41.41,0,301.39,259.98,41.41,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,9,2021/1/28,1,267.78,33.61,0,301.39,267.78,33.61,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,4,2020/8/28,1,230.99,70.4,0,301.39,230.99,70.4,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,12,2021/4/28,1,292.59,8.8,0,301.39,292.59,8.8,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,11,2021/3/28,1,284.09,17.3,0,301.39,284.09,17.3,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c6b5ad74-dcaf-430f-b6a3-a576820ad4c1,,,2.00E+19,,3000,12,3,2020/7/28,1,224.26,77.13,0,301.39,224.26,77.13,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,6,2020/10/29,1,326.74,75.11,0,401.85,326.74,75.11,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,7,2020/11/29,1,336.54,65.31,0,401.85,336.54,65.31,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,11,2021/3/29,1,378.78,23.07,0,401.85,378.78,23.07,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,10,2021/2/28,1,367.75,34.1,0,401.85,367.75,34.1,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,1,2020/5/29,2,281.85,120,0,401.85,0,0,0,0,0,281.85,120,0,0,,401.85,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,9,2021/1/29,1,357.04,44.81,0,401.85,357.04,44.81,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,5,2020/9/29,1,317.22,84.63,0,401.85,317.22,84.63,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,4,2020/8/29,1,307.98,93.87,0,401.85,307.98,93.87,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,12,2021/4/29,1,390.15,11.7,0,401.85,390.15,11.7,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,8,2020/12/29,1,346.64,55.21,0,401.85,346.64,55.21,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,3,2020/7/29,1,299.01,102.84,0,401.85,299.01,102.84,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,6466c9ea-0d2d-4069-b760-b1e83b947479,,,2.00E+19,,4000,12,2,2020/6/29,1,290.3,111.55,0,401.85,290.3,111.55,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,2,2020/6/29,2,2612.76,1003.92,0,3616.68,0,0,0,0,0,2612.76,1003.92,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,3,2020/7/29,2,2691.12,925.56,0,3616.68,0,0,0,0,0,2691.12,925.56,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,8,2020/12/29,2,3119.76,496.92,0,3616.68,0,0,0,0,0,3119.76,496.92,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,11,2021/3/29,2,3409.08,207.6,0,3616.68,0,0,0,0,0,3409.08,207.6,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,10,2021/2/28,2,3309.72,306.96,0,3616.68,0,0,0,0,0,3309.72,306.96,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,1,2020/5/29,2,2536.68,1080,0,3616.68,0,0,0,0,0,2536.68,1080,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,5,2020/9/29,2,2855.04,761.64,0,3616.68,0,0,0,0,0,2855.04,761.64,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,9,2021/1/29,2,3213.36,403.32,0,3616.68,0,0,0,0,0,3213.36,403.32,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,12,2021/4/29,2,3511.08,105.6,0,3616.68,0,0,0,0,0,3511.08,105.6,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,7,2020/11/29,2,3028.92,587.76,0,3616.68,0,0,0,0,0,3028.92,587.76,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,6,2020/10/29,2,2940.6,676.08,0,3616.68,0,0,0,0,0,2940.6,676.08,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,048ba33e-d947-4bf0-b5c3-7efba2661cbf,,,2.00E+19,,3000,12,4,2020/8/29,2,2771.88,844.8,0,3616.68,0,0,0,0,0,2771.88,844.8,0,0,,3616.68,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,d74c8bab-32ad-4517-9694-06dfd69117b2,,,2.00E+19,,3000,6,1,2020/5/30,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/18 19:17,,,,,,,,,,,,,,,,,,,,
,,,,d74c8bab-32ad-4517-9694-06dfd69117b2,,,2.00E+19,,3000,6,4,2020/8/30,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,d74c8bab-32ad-4517-9694-06dfd69117b2,,,2.00E+19,,3000,6,3,2020/7/30,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,d74c8bab-32ad-4517-9694-06dfd69117b2,,,2.00E+19,,3000,6,2,2020/6/30,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,d74c8bab-32ad-4517-9694-06dfd69117b2,,,2.00E+19,,3000,6,6,2020/10/30,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,d74c8bab-32ad-4517-9694-06dfd69117b2,,,2.00E+19,,3000,6,5,2020/9/30,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,6,2020/10/30,1,980.22,225.33,0,1205.55,980.22,225.33,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,7,2020/11/30,1,1009.62,195.93,0,1205.55,1009.62,195.93,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,3,2020/7/30,2,897.03,308.52,0,1205.55,0,0,0,0,0,897.03,308.52,0,0,,1205.55,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,4,2020/8/30,1,923.94,281.61,0,1205.55,923.94,281.61,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,10,2021/2/28,1,1103.25,102.3,0,1205.55,1103.25,102.3,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,12,2021/4/30,1,1170.45,35.1,0,1205.55,1170.45,35.1,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,9,2021/1/30,1,1071.12,134.43,0,1205.55,1071.12,134.43,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,5,2020/9/30,1,951.66,253.89,0,1205.55,951.66,253.89,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,11,2021/3/30,1,1136.34,69.21,0,1205.55,1136.34,69.21,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,2,2020/6/30,2,870.9,334.65,0,1205.55,0,0,0,0,0,870.9,334.65,0,0,,1205.55,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,8,2020/12/30,1,1039.92,165.63,0,1205.55,1039.92,165.63,0,0,1205.55,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f72edf55-845f-4e06-a40d-cff6588d8044,,,2.00E+19,,4000,12,1,2020/5/30,2,845.55,360,0,1205.55,0,0,0,0,0,845.55,360,0,0,,1205.55,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,a40627a8-d5b8-4a90-b256-7bdfc99bca0b,,,2.00E+19,,3000,6,5,2020/9/30,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a40627a8-d5b8-4a90-b256-7bdfc99bca0b,,,2.00E+19,,3000,6,4,2020/8/30,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a40627a8-d5b8-4a90-b256-7bdfc99bca0b,,,2.00E+19,,3000,6,1,2020/5/30,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,a40627a8-d5b8-4a90-b256-7bdfc99bca0b,,,2.00E+19,,3000,6,3,2020/7/30,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a40627a8-d5b8-4a90-b256-7bdfc99bca0b,,,2.00E+19,,3000,6,2,2020/6/30,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,a40627a8-d5b8-4a90-b256-7bdfc99bca0b,,,2.00E+19,,3000,6,6,2020/10/30,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,5707d058-ef86-46be-81e7-d378c1f084c1,,,2.00E+19,,3000,12,4,2020/8/30,1,230.99,70.4,0,301.39,230.99,70.4,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
